text,language,source,friendly,confident,arrogant,sincere,humorous,cliche,aggressive,awkward_or_cringe,length_bucket,has_emoji,has_negative_patterns,has_demands,cliche_count
"Люблю путешествовать, закаты и вкусно поесть. умею смеяться над собой и над странными датами foodie, sunsets, travel 😂🔥",ru,cliche_ru,0,0,0,0,1,1,0,0,mid,True,False,False,1
"Здесь по приколу, удиви меня или пролистывай дальше. люблю кино, музыку и прогулки люблю кино, музыку и прогулки",ru,awkward_ru,0,0,0,0,0,1,0,1,mid,False,False,False,1
Хватит людей без целей: если только лежишь на диване — мимо. умею смеяться над собой и над странными датами 🌊🌊🌊,ru,aggressive_ru,0,0,1,0,1,0,1,0,mid,True,False,False,0
"Инженер, люблю запускать проекты и ценю честные разговоры. умею смеяться над собой и над странными датами foodie, sunsets, travel",ru,confident_ru,1,1,0,0,1,1,0,0,mid,False,False,False,1
"Coffee geek, dog person and believer in gentle mornings. люблю кино, музыку и прогулки 😅✨ looking for someone kind and curious люблю кино, музыку и прогулки",en,warm_en,1,0,0,1,0,1,0,0,mid,True,False,False,1
"Recovering meme hoarder, fluent in sarcasm and midnight pancakes. don't text unless you keep promises bad jokes and good playlists are my love language 😂🔥",en,funny_en,1,0,1,0,1,0,1,0,mid,True,True,False,0
"Swipe left unless you're proactive, tall, and know your goals. умею смеяться над собой и над странными датами ищу человека, который ценит маленькие ритуалы",en,demanding_en,1,1,1,1,1,0,0,0,mid,False,False,False,0
"Люблю ранние завтраки, велопрогулки и разговоры без телефона. люблю кино, музыку и прогулки умею смеяться над собой и над странными датами don't text unless you keep promises",ru,warm_ru,1,0,1,1,1,1,1,0,mid,False,True,False,1
"Соревнуюсь в плохих шутках и могу пересказать весь 'Офис'. 😅✨ looking for someone kind and curious люблю кино, музыку и прогулки",ru,funny_ru,1,0,0,1,1,1,0,0,mid,True,False,False,1
"Без амбиций и цели не пишите: я ценю людей, которые растут. foodie, sunsets, travel 😂🔥",ru,demanding_ru,0,1,1,0,0,1,0,0,short,True,False,True,1
"Люблю путешествовать, закаты и вкусно поесть. bad jokes and good playlists are my love language foodie, sunsets, travel",ru,cliche_ru,0,0,0,0,1,1,0,0,mid,False,False,False,1
"Здесь по приколу, удиви меня или пролистывай дальше. 🌊🌊🌊 верю, что забота в деталях bad jokes and good playlists are my love language",ru,awkward_ru,1,0,0,1,1,1,0,1,mid,True,False,False,0
Хватит людей без целей: если только лежишь на диване — мимо. don't text unless you keep promises 😂🔥,ru,aggressive_ru,0,0,1,0,0,0,1,0,mid,True,True,False,0
"Инженер, люблю запускать проекты и ценю честные разговоры. 😂🔥 люблю кино, музыку и прогулки",ru,confident_ru,1,1,0,0,0,1,0,0,mid,True,False,False,1
"Coffee geek, dog person and believer in gentle mornings. don't text unless you keep promises 😂🔥",en,warm_en,1,0,1,1,0,0,1,0,mid,True,True,False,0
"Recovering meme hoarder, fluent in sarcasm and midnight pancakes. don't text unless you keep promises 😂🔥 foodie, sunsets, travel",en,funny_en,1,0,1,0,1,1,1,0,mid,True,True,False,1
"Swipe left unless you're proactive, tall, and know your goals. bad jokes and good playlists are my love language люблю кино, музыку и прогулки",en,demanding_en,0,1,1,0,1,1,0,0,mid,False,False,False,1
"Люблю ранние завтраки, велопрогулки и разговоры без телефона. don't text unless you keep promises 😂🔥 люблю кино, музыку и прогулки",ru,warm_ru,1,0,1,1,0,1,1,0,mid,True,True,False,1
Соревнуюсь в плохих шутках и могу пересказать весь 'Офис'. умею смеяться над собой и над странными датами looking for someone kind and curious,ru,funny_ru,1,0,0,1,1,0,0,0,mid,False,False,False,0
"Без амбиций и цели не пишите: я ценю людей, которые растут. 😅✨ looking for someone kind and curious люблю кино, музыку и прогулки",ru,demanding_ru,1,1,1,1,0,1,0,0,mid,True,False,True,1
"Люблю путешествовать, закаты и вкусно поесть. 🌊🌊🌊 люблю кино, музыку и прогулки",ru,cliche_ru,0,0,0,0,0,1,0,0,short,True,False,False,1
"Здесь по приколу, удиви меня или пролистывай дальше. looking for someone kind and curious foodie, sunsets, travel умею смеяться над собой и над странными датами",ru,awkward_ru,1,0,0,1,1,1,0,1,mid,False,False,False,1
"Хватит людей без целей: если только лежишь на диване — мимо. люблю кино, музыку и прогулки 😂🔥 looking for someone kind and curious 😂🔥",ru,aggressive_ru,1,0,1,1,0,1,1,0,mid,True,False,False,1
"Инженер, люблю запускать проекты и ценю честные разговоры. 🌊🌊🌊 умею смеяться над собой и над странными датами don't text unless you keep promises люблю кино, музыку и прогулки",ru,confident_ru,1,1,1,0,1,1,1,0,mid,True,True,False,1
"Coffee geek, dog person and believer in gentle mornings. don't text unless you keep promises",en,warm_en,1,0,1,1,0,0,1,0,mid,False,True,False,0
"Recovering meme hoarder, fluent in sarcasm and midnight pancakes. умею смеяться над собой и над странными датами ищу человека, который ценит маленькие ритуалы don't text unless you keep promises",en,funny_en,1,0,1,1,1,0,1,0,mid,False,True,False,0
"Swipe left unless you're proactive, tall, and know your goals. не трать моё время, если не готов к диалогу 😂🔥 умею смеяться над собой и над странными датами",en,demanding_en,0,1,1,0,1,0,1,0,mid,True,False,False,0
"Люблю ранние завтраки, велопрогулки и разговоры без телефона. не трать моё время, если не готов к диалогу 🌊🌊🌊",ru,warm_ru,1,0,1,1,0,0,1,0,mid,True,False,False,0
Соревнуюсь в плохих шутках и могу пересказать весь 'Офис'. don't text unless you keep promises 😂🔥 looking for someone kind and curious,ru,funny_ru,1,0,1,1,1,0,1,0,mid,True,True,False,0
"Без амбиций и цели не пишите: я ценю людей, которые растут. 🌊🌊🌊 foodie, sunsets, travel",ru,demanding_ru,0,1,1,0,0,1,0,0,short,True,False,True,1
"Люблю путешествовать, закаты и вкусно поесть. 😅✨ ищу человека, который ценит маленькие ритуалы",ru,cliche_ru,1,0,0,1,0,1,0,0,mid,True,False,False,0
"Здесь по приколу, удиви меня или пролистывай дальше. bad jokes and good playlists are my love language",ru,awkward_ru,0,0,0,0,1,1,0,1,mid,False,False,False,0
"Хватит людей без целей: если только лежишь на диване — мимо. верю, что забота в деталях не трать моё время, если не готов к диалогу 😅✨",ru,aggressive_ru,1,0,1,1,0,0,1,0,mid,True,False,False,0
"Инженер, люблю запускать проекты и ценю честные разговоры. 🌊🌊🌊",ru,confident_ru,1,1,0,0,0,0,0,0,short,True,False,False,0
"Coffee geek, dog person and believer in gentle mornings. не трать моё время, если не готов к диалогу bad jokes and good playlists are my love language 😂🔥 люблю кино, музыку и прогулки",en,warm_en,1,0,1,1,1,1,1,0,mid,True,False,False,1
"Recovering meme hoarder, fluent in sarcasm and midnight pancakes. умею смеяться над собой и над странными датами",en,funny_en,1,0,0,0,1,0,0,0,mid,False,False,False,0
"Swipe left unless you're proactive, tall, and know your goals. умею смеяться над собой и над странными датами ищу человека, который ценит маленькие ритуалы",en,demanding_en,1,1,1,1,1,0,0,0,mid,False,False,False,0
